ID_judet,Judet,SIRUTA,Localitate,Website,E-mail general,E-mail registratura,Telefon,Adresa
1,ALBA,4268,DOSTAT,https://comuna-dostat.ro/,primariadostat@yahoo.com,,258764690,"Str. Principala, nr. 250, Comuna Dostat, 517275,Jud. Alba"
1,ALBA,4302,FARAU,https://www.primariafarau.ro/,primariacomuneifarau@yahoo.com,,258867101,"Str. Principală, Nr 70 Fărău, 517280"
1,ALBA,4366,GALDA DE JOS,https://galda.ro/,clgalda@yahoo.com,,258846032,"Comuna Galda de Jos, sat Galda de Jos, nr. 90, 517285,  Alba"
1,ALBA,4482,GARBOVA,https://primaria-garbova.ro/,office@primaria-garbova.ro,,258748118,"Strada Văii 452, Gârbova 517305"
1,ALBA,4525,GARDA DE SUS,https://comunagardadesus.ro/,gardadesus@ab.e-adm.ro,,258778141,"Com. Gârda de Sus, Sat Gârda de Sus nr. 46a, Judet Alba"
1,ALBA,4703,HOPARTA,https://www.primariahopirta.ro/,primaria_hoparta@yahoo.com,,258875770,Str. Principală nr. 159 Hopârta Alba România
1,ALBA,4767,HOREA,http://primariahorea.ro/,secretariat_horea@ab.e-adm.com,,258767334,"str. Valea Arăzii, nr. 2
sat Horea"
1,ALBA,4927,IGHIU,https://www.comunaighiu.ro/,primariaighiu@yahoo.com,,258844103,"Ighiu,
Strada Principală, nr. 369"
1,ALBA,4981,INTREGALDE,http://primariaintregalde.ro/,intregalde@ab.e-adm.ro,,258855003,"Localitatea INTREGALDE , nr.3 , Jud. ALBA , cod postal 517365 "
1,ALBA,5103,JIDVEI,https://primariajidvei.ro/,contact@primariajidvei.ro,,258881270,"Com. Jidvei, Sat Jidvei, str. Perilor, nr. 15, Judetul Alba"
1,ALBA,5167,LIVEZILE,http://primarialivezile.ro/,primaria@primarialivezile.ro,,258868120,"Str. Principală, Nr.59, loc. Livezile"
1,ALBA,5210,LOPADEA NOUA,www.primarialopadeanoua.ro,primaria.lopadeanoua@yahoo.com,,258875245,"Com. Lopadea Noua, Sat Lopadea Noua nr. 282 Judet Alba"
1,ALBA,5309,LUNCA MURESULUI,https://www.lunca-muresului.ro/,primlunca@lunca-muresului.ro,,258878121,"Localitatea Lunca Muresului, Str. Garii, Nr. 303"
1,ALBA,5336,LUPSA,www.primarialupsa.ro,primaria_lupsa@yahoo.com,,258897900,"Lupșa, Nr. 1, Jud. Alba"
1,ALBA,5577,METES,https://www.primariametes.ro/,contact@primariametes.ro,,258849003,"Jud. Alba, Comuna Meteș, Localitatea Meteș, Str. Principală, Nr. 43"
1,ALBA,5700,MIHALT,www.primariamihalt.ro,primaria@primariamihalt.ro,,258718101,"Localitatea MIHALŢ, nr. 635, Cod poştal 517465"
1,ALBA,5755,MIRASLAU,https://www.primariamiraslau.ro/,primaria.miraslau@yahoo.com,,358405066,"Principală, nr. 283
Mirăslău, 517470, Judeţul Alba"
1,ALBA,5826,MOGOS,https://comunamogos.ro/,primariamogos@yahoo.com,,258700100,"sat.Mogoș, nr.3A, cod poștal 517480, jud. Alba"
1,ALBA,6048,NOSLAC,https://www.primarianoslac.ro/,contact@primarianoslac.ro,,258889101,"Str.Principala, nr.78, judetul Alba"
1,ALBA,6119,OCOLIS,https://ocolis-ab.ro/,primariaocolis@yahoo.com,,258700888,"Ocoliș, strada Principală, nr. 152, cod postal 517525"
1,ALBA,6164,OHABA,www.primariaohaba.ro,primariaohaba_ab@yahoo.com,,258854511,"Cod 517530, Comuna Ohaba, str.Viilor, nr. 188"
1,ALBA,6217,PIANU,www.primariapianu.ro,primariacomuneipianu@yahoo.com,,258761111,"strada Principală nr.94, Pianu de Sus, județul Alba"
1,ALBA,6271,POIANA VADULUI,https://poianavadului.ro/,primaria@poianavadului.ro,,258701856,Com. Poiana Vadului Sat Poiana Vadului nr. 27A Judet Alba
1,ALBA,6397,PONOR,https://www.comunaponor.ro/,primariaponor@yahoo.com,,258867503,"Loc.Ponor, Sat Ponor, Nr.84Jud. Alba"
1,ALBA,6468,POSAGA,https://comunaposaga.ro/,secretar@comunaposaga.ro,,258776024,"Poşaga, sat. Poşaga de Jos, nr. 186, cod 517581"
1,ALBA,6547,RADESTI,http://www.primariaradesti.ro,primaria.radesti@yahoo.ro,,258879491,"Comuna Rădești, nr. 260, jud. Alba, C.P. 517585"
1,ALBA,6627,RAMET,https://www.comunarimet.ro/,primariaramet2008@yahoo.com,,258880026,"Rimet,
str.Principala, nr.1"
1,ALBA,6592,RAMETEA,https://www.primariarimetea.ro/,primaria_rimetea@yahoo.com,,258768001,"Str.Principala nr.34, Com.Rimetea, Jud.Alba, Cod postal 517610"
1,ALBA,6930,ROSIA DE SECAS,https://www.rosiadesecas.ro/,primariarosia@yahoo.com,,258765705,"Rosia de Secas, str. Principala nr. 458, cod postal 517640"
1,ALBA,6761,ROSIA MONTANA,https://primariarosiamontana.ro/,primaria@primariarosiamontana.ro,,258783101,"comuna Rosia Montana, sat Rosia Montana, nr. 184, judetul Alba,cod postal 517615"
1,ALBA,6976,SALCIUA,https://comunasalciua.ro/,primariasalciua@yahoo.com,,258788740,"Salciua, nr.62, cod 517645"
1,ALBA,7044,SALISTEA,https://comuna-salistea.ro/,primaria_salistea@yahoo.com,,258762101,"Str. Joseni, nr. 447, sat Salistea, Comuna Salistea, cod postal: 517655, jud. Alba"
1,ALBA,7348,SANCEL,https://www.primariasincel.ro/,primariasincel@yahoo.com,,258885101,"Loc. Sancel, Str. Mihai Eminescu, Nr.70, Jud. Alba, CP 517670"
1,ALBA,7384,SANTIMBRU,,,,258842101,"Blajului, nr. 187,Județ: Alba, Romania"
1,ALBA,7099,SASCIORI,http://www.comunasasciori.ro/,primariasasciori@yahoo.com,,258741110,"Strada Principală 363, Săsciori CP 517660"
1,ALBA,7197,SCARISOARA,https://scarisoara.ro/primaria/,primar@scarisoara.ro,,258778641,"Scarisoara, nr.205, cod 517680"
1,ALBA,7810,SIBOT,https://primaria-sibot.ro/,primaria.sibot@yahoo.com,,258760101,"Comuna Sibot, Strada Principala Nr.153, Cod Postal : 517750, Judetul Alba"
1,ALBA,7446,SOHODOL,https://primariasohodol.ro/,primar@primariasohodol.ro,,358401598,"Comuna Sohodol, Sat Sohodol Nr.1, Cod Postal : 517700"
1,ALBA,7865,SONA,https://comunasona.ro/,sona@ab.e-adm.ro,,258884080,Strada Lunga Nr.2
1,ALBA,7945,SPRING,https://www.comunaspring.ro/,primariaspring@yahoo.com,,258765019,"Comuna Șpring, Str. Doștatului, Nr. 94, Șpring, 517765 jud. Alba"
1,ALBA,7767,STREMT,www.primariastremt.ro,primaria_stremt@yahoo.com,,258848101,"Stremt, nr.99, cod 517745"
1,ALBA,8014,SUGAG,https://primariasugag.ro/,sugag@ab.e-adm.ro,,258746177,"Valea Frumoasei Nr.180, Județul Alba – Cod Postal 517775, Localitate Sugag"
1,ALBA,8158,UNIREA,https://www.primariaunireaalba.ro/,unirea@ab.e-adm.ro,,258876101,"Unirea, Str. Muresului, Nr. 597, Jud. Alba"
1,ALBA,8229,VADU MOTILOR,https://vadumotilor.ro/,vadumotilor@yahoo.com,,258700239,"Com. Vadu Moților, Sat Vadu Moților, nr. 1, județ Alba"
1,ALBA,8354,VALEA LUNGA,https://comunavalealunga.ro/,valealunga@ab.e-adm.ro,,258888102,"Com. Valea Lungă, Sat Valea Lungă nr. 328 B Judet Alba"
1,ALBA,8425,VIDRA,https://primariavidra-ab.ro/,primaria_vidra_ab@yahoo.com,,258786575,"Sat Vidra, Nr.1, Cod Postal : 517825, Judetul Alba"
1,ALBA,8826,VINTU DE JOS,https://vintudejos.ro/,vintudejos@ab.e-adm.ro,,258739234,"Lucian Blaga, nr: 47"
2,ARAD,9262,MUNICIPIUL ARAD,www.primariaarad.ro,pma@primariaarad.ro,,257281851,Bulevardul Revoluţiei nr. 75
2,ARAD,9459,ORAS CHISINEU-CRIS,https://primariachisineucris.ro/,primariachcris@yahoo.com,,257350098, Strada Înfrățirii nr. 97
2,ARAD,9495,ORAS CURTICI,https://primariacurtici.ro/,secretariat@primariacurtici.ro,,257464004,"str. PRIMĂRIEI, nr 47"
2,ARAD,9538,ORAS INEU,http://primariaineu.ro/,primaria@primariaineu.ro,,257511550,"Str. Republicii, nr. 5 315300 Ineu"
2,ARAD,9574,ORAS LIPOVA,https://www.primarialipova.ro/,contact@primarialipova.ro,,257561133,"Str. N. Balcescu, nr. 26
Lipova, Jud. Arad, Romania"
2,ARAD,9627,ORAS NADLAC,http://primaria-nadlac.ro/,office@primaria-nadlac.ro,,257474325," 1 Decembrie nr.24,
Nădlac, jud. Arad"
2,ARAD,9654,ORAS PANCOTA,https://primariapancota.ro/,primariapancota@artelecom.net,,257466301,"Str. Tudor Vladimirescu, nr 69, loc. Pâncota, jud. Arad"
2,ARAD,11584,ORAS PECICA,https://www.pecica.ro/,primaria@pecica.ro,,257468323,"Str. 2; Nr. 150, oraş Pecica, judeţul Arad, Cod Poştal: 317235"
2,ARAD,12091,ORAS SANTANA,https://www.primariasantana.ro/ro/,contact@primariasantana.ro,,35710007,"Muncii 120A, Sântana, 317280, Arad, Romania"
2,ARAD,9690,ORAS SEBIS,http://primariasebis.ro/,primaria@primariasebis.ro,,257311008,"	Piaţa Tineretului, Nr.1, cod 315700, Sebiş, jud. Arad"
2,ARAD,9743,ALMAS,https://comuna-almas.ro/,primariaalmas@yahoo.com,,257313308,"Almaș , nr. 605, com. Almaș, jud. Arad"
2,ARAD,9798,APATEU,http://www.apateu.ro/,primariaapateu@rdslink.ro,,257327301,"Str. Principală, nr. 364, jud. Arad"
2,ARAD,9832,ARCHIS,https://archis-arad.ro/,primaria.archis@yahoo.com,,257323553,"Str. Principală, Nr. 97, jud. Arad"
2,ARAD,10051,BARSA,http://www.comunabirsa.ro/,primariabirsa@yahoo.com,,257321101,"Str. Principală, Nr. 200, jud. Arad"
2,ARAD,10104,BARZAVA,http://www.comunabarzava.ro/,primariabarzava@gmail.com,,257433108,"Str. Principală, nr.314, jud. Arad"
2,ARAD,9887,BATA,https://www.primariabata.ro/,primariabata.bata@yahoo.ro,primariabata@rdslink.ro,257434701,"Str. Principală, nr. 162, Bata 317020"
2,ARAD,9930,BELIU,https://beliu.ro/,primariabeliu@gmail.com,,257322239,"Str. Principală, nr. 632, jud. Arad"
2,ARAD,10006,BIRCHIS,,primariabirchis@yahoo.com,,257434443,"Str.Principală, nr. 162, Cod postal: 317050, Birchiş, Jud. Arad"
2,ARAD,10195,BOCSIG,http://www.bocsig.ro/,primariabocsig@yahoo.com,,257325100,"Str. Principala, nr.591,
Cod Postal: 317055, jud. Arad"
2,ARAD,10239,BRAZII,,braziiprimaria@yahoo.com,,257317508,"Str. Principală, nr. 26 (Cod poștal: 317060), Județ: Arad,Romania"
2,ARAD,10293,BUTENI,http://www.buteni.ro/,primariabuteni@yahoo.com,,257320129,"Str Principală, nr.78, cod 317065, jud. Arad"
2,ARAD,10346,CARAND,http://comuna-carand.ro/,primariacarand@yahoo.com,,257321522,"Str.Principală, Nr.71B, 317070, Loc.Cărand"
2,ARAD,10373,CERMEI,http://comuna-cermei.ro/,contact@comuna-cermei.ro,,257328101,"Cermei, nr. 304, judetul Arad, 317075"
2,ARAD,10417,CHISINDIA,http://comunachisindia.ro/,primariachisindia@yahoo.com,,257314105,"Principală, nr. 191/A(Cod poștal: 317080), Județ: Arad,Romania"
2,ARAD,10453,CONOP,https://www.primariaconop.ro/,primariaconop@yahoo.ro,,257433003,"Str. Principală, nr. 4, cod poştal: 317085"
2,ARAD,10514,COVASINT,https://www.primariacovasint.ro/,primariacovasint@gmail.com,,257385005,"Loc. Covasânț, str.C.Micloși, Nr.23"
2,ARAD,10532,CRAIVA,https://primariacraiva.ro/wp/contact/,primariacraiva@gmail.com,,257324125,"Localitatea CRAIVA, nr. 108, judetul ARAD"
2,ARAD,10649,DEZNA,http://www.comunadezna.ro/,primariacomuneidezna@gmail.com,,257312664,"Avram Iancu, nr. 63(Cod poștal: 317110), Județ: Arad,Romania"
2,ARAD,10701,DIECI,http://dieci-arad.blogspot.com/,primariadieci@gmail.com,,257314408,"Principală, nr. 139 A,Județ: Arad, Romania"
2,ARAD,12912,DOROBANTI,https://comuna-dorobanti.ro/ro/bine-ati-venit/,primaria.dorobanti@gmail.com,,257535262,"Comuna Dorobanți, str. Principală, nr. 410, județul Arad"
2,ARAD,9280,FANTINELE,https://primariafantanele-arad.ro/,primaria.fantanele@yahoo.com,,257456196,"Principală, nr. 115,Județ: Arad, Romania"
2,ARAD,10827,FELNAC,http://primaria-felnac.ro/,primariafelnac@yahoo.com,,257411101,"Felnac nr. 330, judetul Arad"
2,ARAD,12920,FRUMUSENI,https://www.frumuseni.ro/,contact@frumuseni.ro,,"0257455250

","Frumuseni, nr. 379, Jud. Arad
Romania, Cod Postal: 317122"
2,ARAD,10872,GHIOROC,https://www.primariaghioroc.ro/,primariaghioroc@gmail.com,,"0257461101
","Loc. Ghioroc Str. 23 August, Nr. 89"
2,ARAD,10916,GRANICERI,http://www.graniceri.ro/,,,257353011,"Principală, nr. 10(Cod poștal: 317140), Județ: Arad,Romania"
2,ARAD,10943,GURAHONT,https://www.gurahont.ro/,primariagurahont@yahoo.com,,257316602,"Str. Avram Iancu, nr. 29, Cod poştal: 317145"
2,ARAD,11174,HALMAGEL,https://halmagel.ro/,primariahalmagel@artelecom.net,,257319621,"COMUNA HĂLMĂGEL NR. 1/A, jud. Arad"
2,ARAD,11058,HALMAGIU,https://www.primariahalmagiu.ro/,primariahalmagiu@yahoo.com,,"0357405092
","Str. PRIMARIEI, Nr. 9, HĂLMAGIU"
2,ARAD,11236,HASMAS,https://comunahasmas.ro/,primariahasmas@gmail.com,,257321777,"str. Principală, nr. 216, Hăşmaş, 317185, jud. Arad"
2,ARAD,11307,IGNESTI,https://primariaignesti.ro/,primaria.ignesti@yahoo.com,,257315555,"str Principala, nr 24, judetul Arad
Cod postal: 317195"
2,ARAD,11352,IRATOSU,https://iratosu.ro/,primaria_iratosu@yahoo.com,,257454101,"Strada Principală, nr. 1,  județul Arad"
2,ARAD,9333,LIVADA,https://livada-arad.ro/,primariacomuneilivada@yahoo.com,,257381055,"loc. Livada, nr. 355, com. LIVADA, jud. ARAD"
2,ARAD,11398,MACEA,https://macea.ro/,primaria.macea@gmail.com,,257536101,"Str. Principală, nr.262 cod postal: 317210 Arad"
2,ARAD,11423,MISCA,https://misca.ro/,primaria_misca@yahoo.com,,257354140,"Loc. Misca ,Str. Principala Nr. 116, Jud. Arad"
2,ARAD,11478,MONEASA,https://primariamoneasa.ro/,primariamoneasa@gmail.com,,257313115,"Moneasa, str. Principala, nr.72, 317220, jud. Arad, Romania"
2,ARAD,11502,OLARI,http://www.comunaolari.ro/,primaria_olari@yahoo.com,,257377132,"str. Narciselor, nr. 21
Judetul Arad, Romania"
2,ARAD,11539,PAULIS,https://www.paulis.ro/,primariapaulis@gmail.com,,257388101,"Loc. Paulis Nr. 1, jud. ARAD
"
2,ARAD,11637,PEREGU MARE,http://primariaperegumare.ro/,primariaperegulmare@yahoo.com,,,"str. Principală, nr. 137, județul Arad"
2,ARAD,11664,PETRIS,www.comunapetris.ro/,contact@comunapetris.ro,secretariat@comunapetris.ro,257433800,"Strada XXX, nr. 253, Petriș, Arad"
2,ARAD,11735,PILU,http://www.comunapilu.ro/,primaria@comunapilu.ro,primar@comunapilu.ro,257353818,"Pilu, nr. 69, jud. Arad, 317255"
2,ARAD,11762,PLESCUTA,http://www.plescuta.ro/,primariaplescuta@yahoo.com,,257318093,"Str. Principala, nr. 82, jud. Arad, 317260"
2,ARAD,12144,SAGU,https://primariasagu.ro/,contact@primariasagu.ro,primariasagu@inext.ro,257418101,"Sagu, Nr.219, Judetul Arad"
2,ARAD,11842,SAVARSIN,https://primariasavarsin.ro/,primariasavarsin@yahoo.com,,257557270,"Loc.Săvârşin, Str.Principală, Nr.37, jud. Arad, 317270"
2,ARAD,11940,SECUSIGIU,https://www.primariasecusigiuar.ro/,primariasecusigiu@yahoo.com,,257411320,"str. Principală, nr. 275
Secusigiu, 317285
jud. Arad"
2,ARAD,12206,SEITIN,http://primariaseitin.ro/,primaria.seitin@yahoo.com,,257415114,"Revoluţiei, nr. 47, jud. Arad, 317315"
2,ARAD,11995,SELEUS,https://comuna-seleus.ro/,primseleus@gmail.com,,25732910,"Str. Principală, nr. 200, Seleuș, jud. Arad"
2,ARAD,12037,SEMLAC,https://www.semlac.ro/,primaria@semlac.ro,,257534102,"Semlac, nr. 656, judetul Arad"
2,ARAD,12224,SEPREUS,https://sepreus.ro/,primariasepreus@gmail.com,,257356262,"Str.Piaţa Rebeliunii,nr.1"
2,ARAD,12242,SICULA,https://sicula.ro/,primariasicula@yahoo.com,,257326008,"Str.Principala, Nr.200, C.P. 317325, Jud.Arad
"
2,ARAD,12288,SILINDIA,https://www.comunasilindia.ro/,primariasilindia@gmail.com,,"0257372700
","Silindia, Nr. 384, jud. Arad"
2,ARAD,12340,SIMAND,https://simand.ro/,info@simand.org,,257373118,"ȘIMAND, NR. 1119, jud. Arad, 317335 "
2,ARAD,12055,SINTEA MARE,https://sintea-mare.ro/,primaria@sintea-mare.ro,,257357101,"Sintea Mare, nr. 228, 317300 – județul Arad"
2,ARAD,12368,SIRIA,https://primariasiria.ro/,registratura@primariasiria.ro,registratura@primariasiria.ro,257531101,"Şiria, Strada Regiment 85 infanterie, nr 184, Judeţul Arad"
2,ARAD,12402,SISTAROVAT,https://www.primariasistarovat.ro/,primariasistarovat@gmail.com,,"0371125615
","Loc. Şiştarovăţ, Str.Principală, Nr.116
317345, jud. Arad"
2,ARAD,12126,SOCODOR,https://socodor.ro/,socodor@gmail.com,,257358100,"str. Principală, nr. 1,
cod poștal  317305, județul Arad"
2,ARAD,9360,SOFRONEA,https://www.primaria-sofronea.ro/,primaria_sofronea@yahoo.com,,257416100,"str. Principala, nr.187
Şofronea, 317350"
2,ARAD,12509,TARNOVA,,primariatirnova@yahoo.com,,257370101,"Str. Principală, nr. 734, cod: 317360, jud. Arad"
2,ARAD,12457,TAUT,https://www.primariataut.ro/,primariataut@gmail.com,,"0257372222
","Loc.Tauţ, Str.Principală, Nr.613
"
2,ARAD,10765,USUSAU,http://www.comunaususau.ro/,primariaususau@gmail.com,,257434101,"Principală, nr. 87A(Cod poștal: 317375), Județ: Arad,Romania"
2,ARAD,12572,VARADIA DE MURES,https://varadia-de-mures.ro/,primaria_varadiaar@yahoo.com,,257417230,"sat Vărădia de Mureș, nr. 126, cod poștal 317380, județul Arad"
2,ARAD,12689,VARFURILE,http://www.primariavirfurile.ro/,consvarfurile@gmail.com,,257318501,"str. Primariei, nr. 286, loc. Vârfurile, jud. Arad"
2,ARAD,12643,VINGA,https://primaria-vinga.ro/,primar@primaria-vinga.ro,,257460126,
2,ARAD,9397,VLADIMIRESCU,https://www.primariavladimirescu.ro/,contact@primariavladimirescu.ro,,257514101,Str. Revolutiei Nr. 4
2,ARAD,12778,ZABRANI,https://www.primaria-zabrani.ro/,primariazabrani@yahoo.com,,257457001,Str. Principală nr.95
2,ARAD,12938,ZADARENI,https://primariazadareni.ro/,primariazadareni@yahoo.com,,257413024," str. Principală, nr. 28"
2,ARAD,12812,ZARAND,https://primariazarand.ro/,primariazarand@yahoo.ro,,257359011,
2,ARAD,12849,ZERIND,https://primariazerind.ro/,primariazerind@yahoo.com,,257355566,"Zerind, Nr: 1"
2,ARAD,12876,ZIMANDU NOU,https://zimandunou.ro/,primariazimandunou@yahoo.ro,,257380141,"ZIMANDU NOU, NR. 248"
3,ARGES,13169,MUNICIPIUL PITESTI,http://www.primariapitesti.ro/,primaria@primariapitesti.ro,,248213994,"PITEȘTI, STR. VICTORIEI NR.24"
3,ARGES,13490,MUNICIPIUL CAMPULUNG,http://www.primariacampulung.ro/,campulung@muscel.ro,,248511034,"Str. Negru Voda, Nr. 127, Campulung 115100, Arges"
3,ARGES,13622,MUNICIPIUL CURTEA DE ARGES,http://www.primariacurteadearges.ro/portal/arges/cda/portalcda.nsf,secretariat@primariacurteadearges.ro,,248721033,"B-dul Basarabilor nr.99, loc Curtea de Arges, jud Arges"
3,ARGES,13668,ORAS COSTESTI,https://primariacostestiag.ro/,primaria@primariacostestiag.ro,,248672320,"str.Victoriei, nr. 49, Costești, Județul  Argeș"
3,ARGES,13301,ORAS MIOVENI,https://emioveni.ro/,secretariat@emioveni.ro,,248455444,"Bulevardul Dacia, nr.1, judet Arges"
3,ARGES,13392,ORAS STEFANESTI,https://www.stefanesti-arges.ro/,stefanesti@ag.e-adm.ro,,248266752,"Calea București, nr. 1, Ștefănești, Argeș"
3,ARGES,13757,ORAS TOPOLOVENI,http://www.topoloveni.ro/,primarie@topoloveni.cjarges.ro,,248666259,"Strada Calea Bucuresti, Numarul 111, Oras Topoloveni, Judetul Arges"
3,ARGES,13819,ALBESTII DE ARGES,https://www.albestiidearges.ro/,albestiidearges@ag.e-adm.ro,,248735005,"sat Albestii Pamanteni, str. Principala, Comuna Albestii de Arges, Judetul Arges"
3,ARGES,13891,ALBESTII DE MUSCEL,https://www.cjarges.ro/en/web/albestii-de-muscel,primariaalbesti@yahoo.com,,248555300,"Albestii de Muscel, judetul Arges"
3,ARGES,13935,ALBOTA,https://www.cjarges.ro/en/web/albota,primarie@albota.cjarges.ro,,248233187,"Albota, judetul Arges"
3,ARGES,13999,ANINOASA,https://comuna-aninoasa.ro/,primarie@aninoasa.cjarges.ro,,248577050,"Com Aninoasa, jud Arges"
3,ARGES,14049,AREFU,https://primaria-arefu.ro/,primaria.arefu@yahoo.com,,248730210,"Sat Arefu, Strada Principala, Nr.418, Comuna Arefu, Judetul Arges"
3,ARGES,14085,BABANA,https://www.primariababana.ro/,primarie@babana.cjarges.ro,,248767001,"Babana, judetul Arges"
3,ARGES,14165,BAICULESTI,https://www.cjarges.ro/en/web/baiculesti,primar_baiculesti_dragnea@yahoo.com,,248760204,"Sat Argesani, nr. 31, comuna Baiculesti, judetul Arges"
3,ARGES,14272,BALILESTI,https://www.primariabalilesti.ro/,registratura@primariabalilesti.ro,,248562080,"Strada Principală, nr. 169, Bălilești, Argeș"
3,ARGES,14450,BARLA,https://www.cjarges.ro/en/web/barla/,primarie@barla.cjarges.ro,,248678141,"Barla, judetul Arges"
